"title","author","original"
"上海の渋面","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"竜宮","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"怪異に嫌わる","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"楊先生","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"或る日の対話","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"文学精神は言う","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"文学に於ける構想力","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"今日の条件","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"新たな世界主義","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"三木清を憶う","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"或る夜の武田麟太郎","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"太宰治との一日","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"猫先生の弁","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"ピンカンウーリの阿媽","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"ジャングル頭","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"ヒロシマの声","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"「草野心平詩集」解説","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"狸石","――寓話――","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"私の信条","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"憑きもの","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"一つの愛情","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"程よい人","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"男ぎらい","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"失われた半身","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"或る作家の厄日","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"新妻の手記","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"復讐","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"孤独者の愛","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"田園の幻","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"好人物","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"蛸の如きもの","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"女心の強ければ","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"化生のもの","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"母親","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"無法者","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"春盲","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"怒りの虫","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"広場のベンチ","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"ものの影","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"霊感","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"どぶろく幻想","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"花子の陳述","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"絶縁体","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"庶民生活","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"擬体","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"窓にさす影","豊島与志雄","「豊島与志雄著作集第五巻（小説5・戯曲）」未来社"
"夢と人生","原民喜","「日本の名随筆14夢」作品社"
"在学理由","豊島与志雄","「豊島与志雄著作集第四巻（小説４）」未来社"
"三つの嘘","――近代伝説――","「豊島与志雄著作集第四巻（小説４）」未来社"
"椿の花の赤","豊島与志雄","「豊島与志雄著作集第四巻（小説４）」未来社"
"塩花","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"乾杯","――近代説話――","「豊島与志雄著作集第四巻（小説4）」未来社"
"沼のほとり","――近代説話――","「豊島与志雄著作集第四巻（小説4）」未来社"
"渡舟場","――近代説話――","「豊島与志雄著作集第四巻（小説4）」未来社"
"白蛾","――近代説話――","「豊島与志雄著作集第四巻（小説4）」未来社"
"落雷のあと","――近代説話――","「豊島与志雄著作集第四巻（小説4）」未来社"
"非情の愛","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"道標","――近代説話――","「豊島与志雄著作集第四巻（小説4）」未来社"
"未亡人","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"朝やけ","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"白木蓮","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"聖女人像","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"紫の壜","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"花ふぶき","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"自由人","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"ヘヤーピン一本","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"小さき花にも","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"猫捨坂","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"山上湖","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"蔵の二階","豊島与志雄","「豊島与志雄著作集第四巻（小説4）」未来社"
"読書子に寄す","――岩波文庫発刊に際して――","「山月記・李陵他九篇」岩波文庫、岩波書店"
"谷崎潤一郎氏","芥川龍之介","「芥川龍之介全集第十巻」岩波書店"
"新人へ","坂口安吾","「坂口安吾全集06」筑摩書房"
"阿部定という女","（浅田一博士へ）","「坂口安吾全集06」筑摩書房"
"感想家の生れでるために","坂口安吾","「坂口安吾全集06」筑摩書房"
"机と布団と女","坂口安吾","「坂口安吾全集06」筑摩書房"
"探偵小説とは","坂口安吾","「坂口安吾全集06」筑摩書房"
"わが思想の息吹","坂口安吾","「坂口安吾全集06」筑摩書房"
"Ｄ・Ｄ・Ｔと万年床","坂口安吾","「坂口安吾全集06」筑摩書房"
"白井明先生に捧ぐる言葉","坂口安吾","「坂口安吾全集06」筑摩書房"
"文人囲碁会","坂口安吾","「坂口安吾全集06」筑摩書房"
"後記にかえて〔『教祖の文学』〕","坂口安吾","「坂口安吾全集06」筑摩書房"
"不思議な機構","坂口安吾","「坂口安吾全集06」筑摩書房"
"私の葬式","坂口安吾","「坂口安吾全集06」筑摩書房"
"本因坊・呉清源十番碁観戦記","坂口安吾","「坂口安吾全集06」筑摩書房"
"「花妖」作者の言葉","坂口安吾","「坂口安吾全集05」筑摩書房"
"世評と自分","坂口安吾","「坂口安吾全集05」筑摩書房"
"序〔『逃げたい心』〕","坂口安吾","「坂口安吾全集05」筑摩書房"
"てのひら自伝","――わが略歴――","「坂口安吾全集05」筑摩書房"
"あとがき〔『いづこへ』〕","坂口安吾","「坂口安吾全集05」筑摩書房"
"大望をいだく河童","坂口安吾","「坂口安吾全集05」筑摩書房"
"後記〔『道鏡』〕","坂口安吾","「坂口安吾全集05」筑摩書房"
"新カナヅカヒの問題","坂口安吾","「坂口安吾全集05」筑摩書房"
"思想と文学","坂口安吾","「坂口安吾全集05」筑摩書房"
"第二芸術論について","坂口安吾","「坂口安吾全集05」筑摩書房"
"肉体自体が思考する","坂口安吾","「坂口安吾全集04」筑摩書房"
"未来のために","坂口安吾","「坂口安吾全集04」筑摩書房"
"桐生通信","坂口安吾","「坂口安吾全集14」筑摩書房"
"保久呂天皇","坂口安吾","「坂口安吾全集14」筑摩書房"
"近況報告","坂口安吾","「坂口安吾全集14」筑摩書房"
"お奈良さま","坂口安吾","「坂口安吾全集14」筑摩書房"
"ゴルフと「悪い仲間」","坂口安吾","「坂口安吾全集14」筑摩書房"
"幽霊と文学","坂口安吾","「坂口安吾全集02」筑摩書房"
"九龍虫","上村松園","「青眉抄・青眉抄拾遺」講談社"
"砂書きの老人","上村松園","「青眉抄・青眉抄拾遺」講談社"
"科學的の神祕","宮原晃一郎","「北歐の散策」生活社"
"イプセンの日本語譯","宮原晃一郎","「北歐の散策」生活社"
"装幀に就いての私の意見","芥川龍之介","「芥川龍之介全集第十二巻」岩波書店"
"支那研究に就て","狩野直喜","「支那學文藪」みすず書房"
"大菩薩峠芝居話","――話上手の話――","「文藝臨時増刊中里介山大菩薩峠讀本」河出書房"
"伯林の落葉","岡本かの子","「世界紀行文学全集第七巻ドイツ編」修道社"
"栗の花","岡本綺堂","「世界紀行文学全集第三巻イギリス編」修道社"
"ランス紀行","岡本綺堂","「世界紀行文学全集第一巻フランス編1」修道社"
"倫敦の一夜","岡本綺堂","「世界紀行文学全集第三巻イギリス編」修道社"
"「西洋見學」はしがき","野上豐一郎","「西洋見學」日本評論社"
"野口英世博士の生家を訪ひて","（野口記念館の設立を希望す）","「雨の降る日は天氣が惡い」大雄閣"
"「晩翠放談」自序","土井晩翠","「晩翠放談」河北新報社"
"『出家とその弟子』の追憶","倉田百三","「青春をいかに生きるか」角川文庫、角川書店"
"真相かくの如し","坂口安吾","「坂口安吾全集07」筑摩書房"
"作者附記〔「火」『群像』連載第一回〕","坂口安吾","「坂口安吾全集07」筑摩書房"
"作者の言葉〔『火第一部』〕","坂口安吾","「坂口安吾全集07」筑摩書房"
"僕はもう治っている","坂口安吾","「坂口安吾全集07」筑摩書房"
"単独犯行に非ず","坂口安吾","「坂口安吾全集07」筑摩書房"
"「復員殺人事件」について","坂口安吾","「坂口安吾全集08」筑摩書房"
"由起しげ子よエゴイストになれ","坂口安吾","「坂口安吾全集09」筑摩書房"
"「街はふるさと」作者の言葉","坂口安吾","「坂口安吾全集09」筑摩書房"
"我が人生観","（一）生れなかった子供","「坂口安吾全集09」筑摩書房"
"明治開化安吾捕物","読者への口上","「坂口安吾全集10」筑摩書房"
"「草衣集」はしがき","野上豐一郎","「草衣集」相模書房"
"鉄窓の歌","木下尚江","「近代日本思想大系10木下尚江集」筑摩書房"
"役人学三則","末弘厳太郎","「役人学三則」岩波現代文庫、岩波書店"
"性格としての空間","――理論の輪郭――","「戸坂潤全集第一巻」勁草書房"
"カントと現代の科学","戸坂潤","「戸坂潤全集第一巻」勁草書房"
"エマヌエル・カント『自然哲学原理』解説","戸坂潤","「戸坂潤全集第一巻」勁草書房"
"海から歸る日","新美南吉","「校定新美南吉全集第二巻」大日本図書"
"椋の實の思出","新美南吉","「校定新美南吉全集第二巻」大日本図書"
"無常の風","横光利一","「日本の名随筆37風」作品社"
"九月十月十一月","太宰治","「太宰治全集11」筑摩書房"
"犬養君に就いて","芥川龍之介","「大川の水・追憶・本所両国現代日本のエッセイ」講談社文芸文庫、講談社"
"近藤浩一路氏","芥川龍之介","「大川の水・追憶・本所両国現代日本のエッセイ」講談社文芸文庫、講談社"
"剛才人と柔才人と","芥川龍之介","「大川の水・追憶・本所両国現代日本のエッセイ」講談社文芸文庫、講談社"
"島木赤彦氏","芥川龍之介","「大川の水・追憶・本所両国現代日本のエッセイ」講談社文芸文庫、講談社"
"森先生","芥川龍之介","「大川の水・追憶・本所両国現代日本のエッセイ」講談社文芸文庫、講談社"
"ウグヒスブエヲフケバ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"うまれて來る雀達","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"カゴカキ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"カナヅチ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"サルトサムライ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"センセイノコ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"タケノコ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"チユーリツプ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"デンデンムシノカナシミ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"ナガレボシ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"ヌスビトトコヒツヂ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"フルイバシヤ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"ミチコサン","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"ラツパ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"私の龍之助感","――舞臺上の愛人――","「文藝臨時増刊中里介山大菩薩峠讀本」河出書房"
"ウサギ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"カンザシ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"ガチヨウノタンジヨウビ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"ゲタニバケル","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"タレノカゲ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"北派の書論","内藤湖南","「内藤湖南全集第八卷」筑摩書房"
"ことばのうみのおくがき","大槻文彦","「言海」大槻文彦"
"ヴィタミン研究の回顧","鈴木梅太郎","「研究の回顧」輝文堂書房"
"気絶人形","原民喜","「原民喜戦後全小説下」講談社文芸文庫、講談社"
"虫喰ひ算大會","佐野昌一","「“虫喰ひ算”大會」力書房"
"PROFESSOR TAKEMATU OKADA","寺田寅彦","「寺田寅彦全集第六巻」岩波書店"
"うぐいす","原民喜","「原民喜戦後全小説下」講談社文芸文庫、講談社"
"二つの頭","原民喜","「原民喜戦後全小説下」講談社文芸文庫、講談社"
"プランク先生の憶い出","長岡半太郎","「科學朝日2月號」朝日新聞東京本社"
"明治開化安吾捕物帖","読者への口上","「坂口安吾全集12」ちくま文庫、筑摩書房"
"方言について","岸田國士","「日本の名随筆別巻66方言」作品社"
"純真","太宰治","「太宰治全集10」筑摩書房"
"暖地の冬から山国の春へ","岸田國士","「岸田國士全集28」"
"闇汁圖解","子規","「ほとゝきす第三卷第二號」ほとゝきす發行所"
"「味の素」発明の動機","池田菊苗","「池田菊苗博士追憶録」池田菊苗博士追憶会"
"寺田先生と僕","海野十三（佐野昌一）","「海野十三メモリアル・ブック」海野十三の会"
"政治的価値と芸術的価値","マルクス主義文学理論の再吟味","「平林初之輔文藝評論全集上巻」文泉堂書店"
"恐怖について","海野十三","「海野十三メモリアル・ブック」海野十三の会"
"人柱の話","南方熊楠","「続南方随筆覆刻」沖積社"
"「ファン」について","伊丹万作","「新装版伊丹万作全集2」筑摩書房"
"映画と音楽","伊丹万作","「新装版伊丹万作全集2」筑摩書房"
"わが妻の記","伊丹万作","「新装版伊丹万作全集2」筑摩書房"
"カタカナニツイテ","伊丹万作","「新装版伊丹万作全集2」筑摩書房"
"カメラに関する覚え書","伊丹万作","「新装版伊丹万作全集2」筑摩書房"
"ルネ・クレール私見","伊丹万作","「新装版伊丹万作全集2」筑摩書房"
"NIELS BOHR","仁科芳雄","「岩波講座物理學※.B.學者傳記」岩波書店"
"大阪といふところ","長岡半太郎","「隨筆」改造社"
"心靈研究會の怪","海野十三","「海野十三メモリアル・ブック」海野十三の会"
"「青空語」に寄せて（昭和二年一月號）","『青空』記事","「梶井基次郎全集第一卷」筑摩書房"
"『亞』の回想","梶井基次郎","「梶井基次郎全集第一卷」筑摩書房"
"『青空』のことなど","梶井基次郎","「梶井基次郎全集第一卷」筑摩書房"
"「親近」と「拒絶」","梶井基次郎","「梶井基次郎全集第一卷」筑摩書房"
"『新潮』十月新人號小説評","梶井基次郎","「梶井基次郎全集第一卷」筑摩書房"
"『戰旗』『文藝戰線』七月號創作評","","「梶井基次郎全集第一卷」筑摩書房"
"淺見淵君に就いて","梶井基次郎","「梶井基次郎全集第一卷」筑摩書房"
"講演會其他（大正十五年二月號）","『青空』記事","「梶井基次郎全集第一卷」筑摩書房"
"編輯後記（昭和二年一月號）","『青空』記事","「梶井基次郎全集第一卷」筑摩書房"
"編輯後記（大正十五年九月號）","『青空』記事","「梶井基次郎全集第一卷」筑摩書房"
"五月の朝の花","岡本かの子","「日本の名随筆1花」作品社"
"編輯後記（大正十五年三月號）","『青空』記事","「梶井基次郎全集第一卷」筑摩書房"
"編輯後記（大正十五年四月號）","『青空』記事","「梶井基次郎全集第一卷」筑摩書房"
"株式會社科學研究所の使命","仁科芳雄","「自然300号記念増刊総収録仁科芳雄・湯川秀樹・朝永振一郎・坂田昌一」中央公論社"
"國際學術會議への旅","仁科芳雄","「自然300号記念増刊総収録仁科芳雄・湯川秀樹・朝永振一郎・坂田昌一」中央公論社"
"國民の人格向上と科學技術","仁科芳雄","「自然300号記念増刊総収録仁科芳雄・湯川秀樹・朝永振一郎・坂田昌一」中央公論社"
"日本再建と科學","仁科芳雄","「自然300号記念増刊総収録仁科芳雄・湯川秀樹・朝永振一郎・坂田昌一」中央公論社"
"ユネスコと科學","仁科芳雄","「自然300号記念増刊総収録仁科芳雄・湯川秀樹・朝永振一郎・坂田昌一」中央公論社"
"調査機関","中井正一","「中井正一評論集」岩波文庫、岩波書店"
"図書館に生きる道","中井正一","「中井正一評論集」岩波文庫、岩波書店"
"二十世紀の頂における図書館の意味","中井正一","「中井正一評論集」岩波文庫、岩波書店"
"「焚書時代」の出現","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"生まれ変った赤坂離宮","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"国立国会図書館について","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"知識と政治との遊離","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"地方文化運動報告","――尾道市図書館より――","「論理とその実践――組織論から図書館像へ――」てんびん社"
"図書館法楽屋話","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"図書館法の成立","――燃えひろがる火は点ぜられた――","「論理とその実践――組織論から図書館像へ――」てんびん社"
"野に山にかかる虹の橋","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"民族の血管","――出版機構は常に新鮮に――","「論理とその実践――組織論から図書館像へ――」てんびん社"
"新疆所感","日野強","「伊犂紀行第二部地誌の部」芙蓉書房"
"易者の哲理","萩原朔太郎","「萩原朔太郎全集第五卷」筑摩書房"
"海野十三氏の辯","探偵作家お道樂帳・その五","「海野十三メモリアル・ブック」海野十三の会"
"北朗来庵","尾崎放哉","「尾崎放哉全集増補改訂版」彌生書房"
"科学的新聞記者","桐生悠々","「畜生道の地球」中公文庫、中央公論社"
"煎じ詰めれば","桐生悠々","「畜生道の地球」中公文庫、中央公論社"
"「有明集」前後","蒲原有明","「日本現代文學全集22土井晩翠・薄田泣菫・蒲原有明・伊良子清白・横瀬夜雨集」講談社"
"仙人掌と花火の鑑賞","蒲原有明","「日本現代文學全集22土井晩翠・薄田泣菫・蒲原有明・伊良子清白・横瀬夜雨集」講談社"
"支那人心の新傾向","狩野直喜","「支那學文藪」みすず書房"
"祭原教授文","狩野直喜","「支那學文藪」みすず書房"
"反古しらべ","樋口一葉","「樋口一葉全集第三卷（下）」筑摩書房"
"さをのしづく","樋口一葉","「樋口一葉全集第三卷（下）」筑摩書房"
"過剰の意識","中井正一","「中井正一全集第三巻現代芸術の空間」美術出版社"
"カットの文法","中井正一","「中井正一全集第三巻現代芸術の空間」美術出版社"
"色彩映画のシナリオ","中井正一","「中井正一全集第三巻現代芸術の空間」美術出版社"
"日本國見在書目録に就いて","狩野直喜","「支那學文藪」みすず書房"
"貝殼追放","本年發表せる創作に就いて　――「新潮」の質問に答ふ――","「水上瀧太郎全集九卷」岩波書店"
"菜の花は赤い","岸田國士","「岸田國士全集18」岩波書店"
"それができたら","岸田國士","「岸田國士全集18」岩波書店"
"足利時代を論ず","原勝郎","「日本中世史の研究」同文館"
"吾妻鏡の性質及其史料としての價値","原勝郎","「日本中世史の研究」同文館"
"日曜日から日曜日まで","南部修太郎","「三田文學」三田文學會"
"縮緬のこころ","岡本かの子","「日本の名随筆38装」作品社"
"愚なる（?!）母の散文詩","岡本かの子","「日本の名随筆42母」作品社"
"劇場と作者","岸田國士","「岸田國士全集19」岩波書店"
"春秋座の「父帰る」","岸田國士","「岸田國士全集19」岩波書店"
"言はでものこと","岸田國士","「岸田國士全集19」岩波書店"
"『桜の園』の思ひ出と印象","岸田國士","「岸田國士全集19」岩波書店"
"上演料の話（仏蘭西）","岸田國士","「岸田國士全集19」岩波書店"
"学校劇其の他","岸田國士","「岸田國士全集19」岩波書店"
"公開状","岸田國士","「岸田國士全集19」岩波書店"
"脚本難","岸田國士","「岸田國士全集19」岩波書店"
"演劇新潮と築地小劇場","岸田國士","「岸田國士全集19」岩波書店"
"「文壇波動調」欄記事","（その一）","「岸田國士全集19」岩波書店"
"新劇協会の舞台稽古","岸田國士","「岸田國士全集19」岩波書店"
"未完成な現代劇","岸田國士","「岸田國士全集19」岩波書店"
"一言二言三言","岸田國士","「岸田國士全集19」岩波書店"
"横槍一本","――外国文学の『味』――","「岸田國士全集19」岩波書店"
"過渡時代","岸田國士","「岸田國士全集19」岩波書店"
"女七歳","岸田國士","「岸田國士全集19」岩波書店"
"ファンテジイ","岸田國士","「岸田國士全集19」岩波書店"
"芸術賞","岸田國士","「岸田國士全集19」岩波書店"
"島国的僻見","岸田國士","「岸田國士全集20」岩波書店"
"遅くはない","岸田國士","「岸田國士全集20」岩波書店"
"傍観者の言","岸田國士","「岸田國士全集20」岩波書店"
"「文壇波動調」欄記事","（その二）","「岸田國士全集20」岩波書店"
"「文壇波動調」欄記事","（その三）","「岸田國士全集20」岩波書店"
"衣食住雑感","岸田國士","「岸田國士全集20」岩波書店"
"仮面座の宣言","岸田國士","「岸田國士全集20」岩波書店"
"心平かなり","岸田國士","「岸田國士全集20」岩波書店"
"或る批評","岸田國士","「岸田國士全集20」岩波書店"
"「文壇波動調」欄記事","（その四）","「岸田國士全集20」岩波書店"
"用捨なき観客","岸田國士","「岸田國士全集20」岩波書店"
"ブルタアニュの伝説より","岸田國士","「岸田國士全集20」岩波書店"
"女優と劇作家","岸田國士","「岸田國士全集20」岩波書店"
"ふらんす役者気質","岸田國士","「岸田國士全集20」岩波書店"
"「文壇波動調」欄記事","（その五）","「岸田國士全集20」岩波書店"
"「ゼンマイの戯れ」に就て","岸田國士","「岸田國士全集20」岩波書店"
"「追憶」による追憶","岸田國士","「岸田國士全集20」岩波書店"
"映画素人談義","岸田國士","「岸田國士全集20」岩波書店"
"新劇協会の更生について","岸田國士","「岸田國士全集20」岩波書店"
"新劇協会公演に先だつて","岸田國士","「岸田國士全集20」岩波書店"
"芸術と金銭","岸田國士","「岸田國士全集20」岩波書店"
"「文壇波動調」欄記事","（その六）","「岸田國士全集20」岩波書店"
"新劇のために","岸田國士","「岸田國士全集20」岩波書店"
"稽古雑感","岸田國士","「岸田國士全集20」岩波書店"
"新国劇の「屋上庭園」を観て","岸田國士","「岸田國士全集20」岩波書店"
"新劇界の分野","岸田國士","「岸田國士全集20」岩波書店"
"練習曲","岸田國士","「岸田國士全集20」岩波書店"
"新劇運動の二つの道","岸田國士","「岸田國士全集20」岩波書店"
"風と裾","――何人か良案はないか？――","「日本の名随筆37風」作品社"
"或る日の動物園","岸田國士","「岸田國士全集20」岩波書店"
"最もよく系統づけられた戯曲叢書","岸田國士","「岸田國士全集20」岩波書店"
"新劇の危機","岸田國士","「岸田國士全集20」岩波書店"
"求貸家","岸田國士","「岸田國士全集20」岩波書店"
"せりふ","岸田國士","「岸田國士全集20」岩波書店"
"俳優養成と人材発見","岸田國士","「岸田國士全集20」岩波書店"
"新劇自活の道","岸田國士","「岸田國士全集20」岩波書店"
"苦労人クウルトリイヌについて","岸田國士","「岸田國士全集20」岩波書店"
"シャルル・ヴィルドラックについて","岸田國士","「岸田國士全集20」岩波書店"
"走るノート","岸田國士","「岸田國士全集20」岩波書店"
"「我家の平和」を演出して","岸田國士","「岸田國士全集20」岩波書店"
"「チロルの秋」以来","岸田國士","「岸田國士全集20」岩波書店"
"悩みと死の微笑","岸田國士","「岸田國士全集20」岩波書店"
"「チロルの秋」上演当時の思ひ出","岸田國士","「岸田國士全集20」岩波書店"
"女九歳","岸田國士","「岸田國士全集20」岩波書店"
"日本史上の奧州","原勝郎","「日本中世史の研究」同文館"
"強ひられた感想","岸田國士","「岸田國士全集23」岩波書店"
"六号記","岸田國士","「岸田國士全集23」岩波書店"
"編輯当番より","岸田國士","「岸田國士全集23」岩波書店"
"続言葉言葉言葉（その一）","岸田國士","「岸田國士全集23」岩波書店"
"暫く黙せしめよ","岸田國士","「岸田國士全集23」岩波書店"
"希望","岸田國士","「岸田國士全集23」岩波書店"
"岡田※［＃「轂」の「車」に代えて「米」］君の個展","岸田國士","「岸田國士全集23」岩波書店"
"「モンテーニュ随想録」（関根秀雄君訳）","岸田國士","「岸田國士全集23」岩波書店"
"映画の観客と俳優","岸田國士","「岸田國士全集23」岩波書店"
"女性風俗時評","岸田國士","「岸田國士全集23」岩波書店"
"新しき天地","岸田國士","「岸田國士全集23」岩波書店"
"芝居と生活","岸田國士","「岸田國士全集23」岩波書店"
"演劇アカデミイの問題","国立俳優学校の提唱","「岸田國士全集23」岩波書店"
"山本有三氏作「真実一路」について","岸田國士","「岸田國士全集23」岩波書店"
"官立演劇映画学校の提唱","岸田國士","「岸田國士全集23」岩波書店"
"今月の感想","――文芸時評","「岸田國士全集23」岩波書店"
"文学界後記","岸田國士","「岸田國士全集23」岩波書店"
"「文化勲章」制定に就て","岸田國士","「岸田國士全集23」岩波書店"
"ロツパの「楽天公子」","岸田國士","「岸田國士全集23」岩波書店"
"感想","岸田國士","「岸田國士全集23」岩波書店"
"“現代風俗”に就いて","岸田國士","「岸田國士全集23」岩波書店"
"新劇の分類","岸田國士","「岸田國士全集23」岩波書店"
"演劇雑誌","岸田國士","「岸田國士全集23」岩波書店"
"よくぞ能の家に","二十四世　観世左近","「日本の名随筆87能」作品社"
"新劇の大衆化","岸田國士","「岸田國士全集23」岩波書店"
"久保田万太郎氏著「釣堀にて」","岸田國士","「岸田國士全集23」岩波書店"
"上海で戦死した友田恭助君","岸田國士","「岸田國士全集23」岩波書店"
"三八年の女性はかく生きよ！","岸田國士","「岸田國士全集23」岩波書店"
"北支の旅","岸田國士","「岸田國士全集23」岩波書店"
"石","尾崎放哉","「日本の名随筆88石」作品社"
"東京朝日新聞の劇評","岸田國士","「岸田國士全集22」岩波書店"
"演出について","岸田國士","「岸田國士全集22」岩波書店"
"築地座の『旧友』","岸田國士","「岸田國士全集22」岩波書店"
"伊賀山精三君に","岸田國士","「岸田國士全集22」岩波書店"
"巴里の新年","岸田國士","「岸田國士全集22」岩波書店"
"純粋演劇の問題","――わが新劇壇に寄す――","「岸田國士全集22」岩波書店"
"懸賞小説に寄せて","岸田國士","「岸田國士全集22」岩波書店"
"著作者側の一私見","――出版権法案について――","「岸田國士全集22」岩波書店"
"現代大衆劇は斯くして生れる","中村正常君に答ふ","「岸田國士全集22」岩波書店"
"演劇的青春への釈明","岸田國士","「岸田國士全集22」岩波書店"
"『おふくろ』","岸田國士","「岸田國士全集22」岩波書店"
"演劇の大衆性","岸田國士","「岸田國士全集22」岩波書店"
"標題のつけ方","岸田國士","「岸田國士全集22」岩波書店"
